Latitud,Longitud,Fecha,Hora,FP_TI4,FP_TI5,FP_POWER,FP_CONFIDENCE,SCAN,TRACK
-6.54007,-53.15104,2023-08-13,05:12,306.58,292.81,1.3,55,0.53,0.42
-6.46797,-53.54702,2023-08-13,05:12,302.82,292.42,1.32,55,0.5,0.41
-6.52506,-53.18008,2023-08-13,05:12,311.8,293.92,1.55,55,0.53,0.42
-6.53693,-53.15246,2023-08-13,05:12,306.89,293.02,2.32,55,0.53,0.42
-6.53763,-53.14766,2023-08-13,05:12,310.56,293.31,2.73,55,0.53,0.42
-6.5401,-53.15776,2023-08-13,05:12,306.03,292.7,1.24,55,0.53,0.42
-6.54079,-53.15302,2023-08-13,05:12,308.72,292.84,1.24,55,0.53,0.42
-6.54748,-53.18822,2023-08-13,05:12,314.18,293.25,2.65,55,0.53,0.42
-6.54299,-53.24578,2023-08-13,05:12,304.43,291.62,0.6,55,0.52,0.42
-6.56077,-53.20494,2023-08-13,05:12,307.6,293.32,2.44,55,0.52,0.42
-6.56462,-53.20549,2023-08-13,05:12,313.38,293.94,4.54,55,0.52,0.42
-6.56531,-53.2008,2023-08-13,05:12,315.13,293.76,2.49,55,0.53,0.42
-6.56776,-53.2108,2023-08-13,05:12,337.59,293.82,4.54,55,0.52,0.42
-6.56847,-53.20604,2023-08-13,05:12,333.1,294.21,4.54,55,0.52,0.42
-6.56917,-53.2013,2023-08-13,05:12,325.88,294.79,2.49,55,0.53,0.42
-6.57232,-53.20661,2023-08-13,05:12,303.29,291.41,1.4,55,0.52,0.42
-5.48908,-60.26949,2023-08-13,05:12,336.16,290.77,3.65,55,0.46,0.39
-5.48841,-60.27363,2023-08-13,05:12,318.62,290.26,3.65,55,0.46,0.39
-6.587,-53.21367,2023-08-13,05:12,314.04,291.31,1.79,55,0.52,0.42
-6.5877,-53.20891,2023-08-13,05:12,303.5,290.8,1.79,55,0.52,0.42
-6.59084,-53.21426,2023-08-13,05:12,326.18,292.63,1.79,55,0.52,0.42
-6.58381,-53.26142,2023-08-13,05:12,316.25,293.39,1.9,55,0.52,0.42
-6.58452,-53.25668,2023-08-13,05:12,318.65,293.32,1.9,55,0.52,0.42
-6.58662,-53.2426,2023-08-13,05:12,312.58,292.59,1.4,55,0.52,0.42
-6.59156,-53.20945,2023-08-13,05:12,310.95,291.56,1.79,55,0.52,0.42
-6.59227,-53.20469,2023-08-13,05:12,312.09,291.97,1.46,55,0.53,0.42
-6.59297,-53.19998,2023-08-13,05:12,308.78,292.56,1.46,55,0.53,0.42
-6.22407,-55.65743,2023-08-13,05:12,334.62,292.3,7.18,55,0.41,0.37
-6.58765,-53.26196,2023-08-13,05:12,322.72,293.74,2.24,55,0.52,0.42
-6.59047,-53.2431,2023-08-13,05:12,330.79,294.55,2.85,55,0.52,0.42
-6.59468,-53.21486,2023-08-13,05:12,328.47,292.83,3.29,55,0.52,0.42
-6.58836,-53.25723,2023-08-13,05:12,306.24,292.86,2.24,55,0.52,0.42
-6.58976,-53.24782,2023-08-13,05:12,319.75,293.77,2.61,55,0.52,0.42
-6.59541,-53.21,2023-08-13,05:12,308.53,291.08,3.29,55,0.52,0.42
-6.59612,-53.20521,2023-08-13,05:12,304.99,290.78,1.2,55,0.53,0.42
-6.59683,-53.2005,2023-08-13,05:12,306.61,291.08,1.2,55,0.53,0.42
-6.59432,-53.2436,2023-08-13,05:12,322.21,293.57,2.85,55,0.52,0.42
-6.22805,-55.65428,2023-08-13,05:12,303.55,291.58,0.56,55,0.41,0.37
-6.59361,-53.24833,2023-08-13,05:12,309.39,293.08,2.61,55,0.52,0.42
-6.59502,-53.23889,2023-08-13,05:12,310.78,292.22,2.85,55,0.52,0.42
-6.60068,-53.20101,2023-08-13,05:12,305.4,290.84,1.2,55,0.53,0.42
-6.60139,-53.19627,2023-08-13,05:12,307.09,291.2,1.74,55,0.53,0.42
-6.59816,-53.24413,2023-08-13,05:12,310.67,292.49,1.5,55,0.52,0.42
-6.60526,-53.19677,2023-08-13,05:12,304.72,290.68,0.69,55,0.53,0.42
-6.29098,-55.29127,2023-08-13,05:12,304.79,293.23,1.13,55,0.42,0.37
-6.60911,-53.19734,2023-08-13,05:12,304.99,289.89,0.69,55,0.53,0.42
-6.603,-53.26416,2023-08-13,05:12,308.25,293.68,1.57,55,0.52,0.42
-6.61323,-53.22231,2023-08-13,05:12,331.38,294.0,3.0,55,0.52,0.42
-6.60684,-53.26472,2023-08-13,05:12,305.64,293.07,1.57,55,0.52,0.42
-6.61181,-53.23168,2023-08-13,05:12,307.65,292.55,3.11,55,0.52,0.42
-6.61252,-53.22696,2023-08-13,05:12,308.62,292.7,3.0,55,0.52,0.42
-6.61394,-53.21758,2023-08-13,05:12,313.02,292.15,2.91,55,0.52,0.42
-7.72662,-45.39594,2023-08-13,05:12,313.08,291.42,3.72,55,0.6,0.7
-7.72729,-45.39092,2023-08-13,05:12,302.02,290.73,1.66,55,0.6,0.7
-6.60997,-53.26999,2023-08-13,05:12,311.5,293.21,1.93,55,0.52,0.42
-6.61638,-53.22748,2023-08-13,05:12,306.2,292.64,1.81,55,0.52,0.42
-6.61779,-53.2181,2023-08-13,05:12,305.11,291.78,2.13,55,0.52,0.42
-6.62023,-53.228,2023-08-13,05:12,305.66,292.79,1.81,55,0.52,0.42
-6.61835,-53.26641,2023-08-13,05:12,309.02,293.5,1.86,55,0.52,0.42
-6.62219,-53.26698,2023-08-13,05:12,320.9,293.35,1.86,55,0.52,0.42
-6.6229,-53.26229,2023-08-13,05:12,312.49,293.47,1.86,55,0.52,0.42
-6.62674,-53.26282,2023-08-13,05:12,311.57,292.81,1.78,55,0.52,0.42
-6.63321,-53.2202,2023-08-13,05:12,304.64,292.06,1.64,55,0.52,0.42
-6.63706,-53.22072,2023-08-13,05:12,317.64,293.29,1.64,55,0.52,0.42
-6.63778,-53.21603,2023-08-13,05:12,310.26,292.64,1.64,55,0.52,0.42
-6.61631,-53.26822,2023-08-13,05:12,305.09,292.81,1.42,55,0.52,0.42
-6.62178,-53.23032,2023-08-13,05:12,307.93,293.08,2.84,55,0.52,0.42
-6.62015,-53.26878,2023-08-13,05:12,314.15,292.52,1.42,55,0.52,0.42
-6.62083,-53.26411,2023-08-13,05:12,312.67,293.75,3.12,55,0.52,0.42
-6.62467,-53.26465,2023-08-13,05:12,314.65,292.86,1.26,55,0.52,0.42
-6.62535,-53.25992,2023-08-13,05:12,306.15,293.0,1.26,55,0.52,0.42
-6.6292,-53.26046,2023-08-13,05:12,304.91,292.33,1.26,55,0.52,0.42
-6.6347,-53.22249,2023-08-13,05:12,304.39,292.43,2.37,55,0.52,0.42
-6.63539,-53.21779,2023-08-13,05:12,314.15,292.78,2.81,55,0.53,0.42
-6.63855,-53.22304,2023-08-13,05:12,312.01,292.93,2.1,55,0.52,0.42
-6.63924,-53.21831,2023-08-13,05:12,318.38,293.2,3.04,55,0.53,0.42
-6.6424,-53.2236,2023-08-13,05:12,309.7,292.49,2.1,55,0.52,0.42
-7.72557,-45.39625,2023-08-13,05:12,309.17,291.7,1.79,55,0.6,0.7
-7.72621,-45.39122,2023-08-13,05:12,308.04,290.96,1.79,55,0.6,0.7
-6.3096,-55.73752,2023-08-13,05:12,303.73,291.75,0.63,55,0.4,0.37
-7.88078,-44.60539,2023-08-13,05:12,299.73,289.55,1.66,55,0.68,0.74
-7.88171,-44.59809,2023-08-13,05:12,301.38,290.11,0.96,55,0.68,0.74
-6.35952,-55.48108,2023-08-13,05:12,309.32,292.21,1.41,55,0.41,0.37
-6.36181,-55.48903,2023-08-13,05:12,304.15,292.25,0.79,55,0.41,0.37
-6.36239,-55.48531,2023-08-13,05:12,318.34,293.05,1.41,55,0.41,0.37
-6.36296,-55.48159,2023-08-13,05:12,316.18,292.78,1.41,55,0.41,0.37
-6.36525,-55.48955,2023-08-13,05:12,307.47,292.34,1.28,55,0.41,0.37
-6.36582,-55.48583,2023-08-13,05:12,310.75,292.8,1.38,55,0.41,0.37
-6.36639,-55.48211,2023-08-13,05:12,305.5,292.59,1.38,55,0.41,0.37
-6.36754,-55.49751,2023-08-13,05:12,320.59,292.79,1.91,55,0.41,0.37
-6.36811,-55.49379,2023-08-13,05:12,310.33,292.39,1.28,55,0.41,0.37
-6.37097,-55.49803,2023-08-13,05:12,328.12,293.43,3.06,55,0.41,0.37
-6.37383,-55.50226,2023-08-13,05:12,337.42,293.52,3.06,55,0.41,0.37
-6.37326,-55.50597,2023-08-13,05:12,306.82,292.16,1.4,55,0.41,0.37
-6.3744,-55.49855,2023-08-13,05:12,309.26,292.02,3.06,55,0.41,0.37
-6.37497,-55.49484,2023-08-13,05:12,309.97,292.24,2.13,55,0.41,0.37
-6.37612,-55.48738,2023-08-13,05:12,309.18,292.38,2.36,55,0.41,0.37
-6.37898,-55.49163,2023-08-13,05:12,303.56,291.88,0.99,55,0.41,0.37
-6.37956,-55.4879,2023-08-13,05:12,304.42,291.82,1.65,55,0.41,0.37
-6.38069,-55.50331,2023-08-13,05:12,309.31,292.31,1.29,55,0.41,0.37
-6.38127,-55.49959,2023-08-13,05:12,309.79,292.06,1.29,55,0.41,0.37
-6.3847,-55.50011,2023-08-13,05:12,327.8,292.92,1.86,55,0.41,0.37
-5.79973,-59.23041,2023-08-13,05:12,306.24,292.3,0.73,55,0.42,0.37
-6.38241,-55.51495,2023-08-13,05:12,304.68,291.9,1.33,55,0.41,0.37
-6.38298,-55.51124,2023-08-13,05:12,309.61,292.36,0.91,55,0.41,0.37
-6.38355,-55.50754,2023-08-13,05:12,305.04,292.05,0.91,55,0.41,0.37
-6.38413,-55.50383,2023-08-13,05:12,312.08,292.41,1.86,55,0.41,0.37
-6.38813,-55.50063,2023-08-13,05:12,320.75,291.79,1.86,55,0.41,0.37
-5.80317,-59.23096,2023-08-13,05:12,304.38,291.99,0.73,55,0.42,0.37
-6.38641,-55.51177,2023-08-13,05:12,304.51,291.77,0.91,55,0.41,0.37
-6.38756,-55.50435,2023-08-13,05:12,313.46,291.91,1.86,55,0.41,0.37
-6.38927,-55.516,2023-08-13,05:12,303.34,291.55,1.59,55,0.41,0.37
-6.39155,-55.52393,2023-08-13,05:12,310.11,291.55,1.18,55,0.41,0.37
-6.39076,-55.52306,2023-08-13,05:12,309.56,291.31,1.64,55,0.41,0.37
-6.41827,-55.57282,2023-08-13,05:12,303.12,291.34,0.92,55,0.41,0.37
-6.42399,-55.58129,2023-08-13,05:12,303.99,291.33,1.06,55,0.41,0.37
-6.42798,-55.57813,2023-08-13,05:12,305.1,290.82,0.71,55,0.41,0.37
-6.43653,-55.56807,2023-08-13,05:12,323.05,293.2,1.49,55,0.41,0.37
-6.43596,-55.57178,2023-08-13,05:12,302.8,291.75,1.49,55,0.41,0.37
-6.4371,-55.56433,2023-08-13,05:12,312.85,292.19,1.68,55,0.41,0.37
-6.54154,-54.87886,2023-08-13,05:12,308.65,292.52,0.94,55,0.43,0.38
-6.54214,-54.87491,2023-08-13,05:12,305.35,292.26,0.94,55,0.43,0.38
-6.43996,-55.56858,2023-08-13,05:12,331.31,293.23,1.8,55,0.41,0.37
-6.54387,-54.88726,2023-08-13,05:12,323.63,292.95,3.15,55,0.43,0.38
-7.94445,-44.87163,2023-08-13,05:12,336.27,290.78,5.16,55,0.65,0.73
-6.43939,-55.5723,2023-08-13,05:12,314.37,292.23,1.8,55,0.41,0.37
-6.44053,-55.56485,2023-08-13,05:12,303.47,291.22,0.52,55,0.41,0.37
-8.53255,-54.71078,2023-08-13,05:12,342.75,297.2,8.48,55,0.46,0.39
-8.53192,-54.71498,2023-08-13,05:12,339.45,296.81,5.49,55,0.46,0.39
-8.53129,-54.71918,2023-08-13,05:12,326.62,295.64,5.49,55,0.46,0.39
-8.53207,-54.68918,2023-08-13,05:12,309.48,291.39,4.96,55,0.46,0.39
-8.52956,-54.70602,2023-08-13,05:12,316.68,293.53,8.48,55,0.46,0.39
-8.53334,-54.68071,2023-08-13,05:12,328.34,291.49,4.11,55,0.46,0.39
-8.53144,-54.69341,2023-08-13,05:12,350.21,297.39,4.96,55,0.46,0.39
-8.53081,-54.69763,2023-08-13,05:12,346.65,297.31,6.54,55,0.46,0.39
-8.53018,-54.70182,2023-08-13,05:12,324.27,294.11,6.54,55,0.46,0.39
-8.52767,-54.71863,2023-08-13,05:12,338.06,296.4,5.49,55,0.46,0.39
-8.53034,-54.67593,2023-08-13,05:12,318.71,290.83,4.85,55,0.46,0.39
-8.52718,-54.69709,2023-08-13,05:12,309.0,291.09,1.51,55,0.46,0.39
-8.52405,-54.71809,2023-08-13,05:12,318.29,293.02,1.7,55,0.46,0.39
-8.53097,-54.67171,2023-08-13,05:12,328.99,291.72,4.85,55,0.46,0.39
-8.52971,-54.68016,2023-08-13,05:12,334.13,291.72,4.96,55,0.46,0.39
-8.52419,-54.69233,2023-08-13,05:12,307.52,290.73,1.34,55,0.46,0.39
-8.52356,-54.69655,2023-08-13,05:12,307.72,291.05,1.51,55,0.46,0.39
-8.52734,-54.67117,2023-08-13,05:12,332.82,293.03,4.85,55,0.46,0.39
-8.52671,-54.6754,2023-08-13,05:12,357.01,296.95,4.85,55,0.46,0.39
-8.52608,-54.67963,2023-08-13,05:12,334.73,291.57,4.96,55,0.46,0.39
-8.48347,-54.94036,2023-08-13,05:12,306.42,291.24,1.83,55,0.45,0.39
-8.5237,-54.67064,2023-08-13,05:12,331.88,292.51,5.12,55,0.46,0.39
-8.52308,-54.67487,2023-08-13,05:12,345.44,295.53,5.12,55,0.46,0.39
-8.52245,-54.67911,2023-08-13,05:12,348.48,296.87,9.03,55,0.46,0.39
-8.52182,-54.68333,2023-08-13,05:12,354.64,296.11,9.03,55,0.46,0.39
-8.52119,-54.68756,2023-08-13,05:12,329.36,291.28,7.21,55,0.46,0.39
-9.33857,-57.72249,2023-08-13,05:12,310.16,281.47,1.04,55,0.38,0.36
-9.33966,-57.71548,2023-08-13,05:12,300.37,280.14,1.84,55,0.38,0.36
-9.3402,-57.71198,2023-08-13,05:12,316.03,281.62,1.84,55,0.38,0.36
-9.34129,-57.70498,2023-08-13,05:12,312.86,280.99,1.76,55,0.38,0.36
-9.33916,-57.74052,2023-08-13,05:12,335.71,284.36,4.15,55,0.38,0.36
-9.33971,-57.73702,2023-08-13,05:12,338.56,285.28,2.01,55,0.38,0.36
-9.34025,-57.73352,2023-08-13,05:12,321.04,283.3,2.01,55,0.38,0.36
-9.34298,-57.71601,2023-08-13,05:12,345.66,283.37,1.84,55,0.38,0.36
-9.15727,-58.89432,2023-08-13,05:12,304.58,285.12,1.08,55,0.39,0.36
-9.3408,-57.73001,2023-08-13,05:12,305.73,281.87,0.64,55,0.38,0.36
-9.34135,-57.72652,2023-08-13,05:12,304.19,281.52,0.64,55,0.38,0.36
-9.34189,-57.72301,2023-08-13,05:12,309.25,281.92,1.04,55,0.38,0.36
-9.34244,-57.71952,2023-08-13,05:12,308.17,281.84,1.04,55,0.38,0.36
-9.34353,-57.71251,2023-08-13,05:12,305.24,281.03,1.84,55,0.38,0.36
-9.34194,-57.74454,2023-08-13,05:12,330.14,283.55,4.96,55,0.38,0.36
-9.34249,-57.74105,2023-08-13,05:12,344.84,285.81,4.96,55,0.38,0.36
-9.34303,-57.73755,2023-08-13,05:12,326.37,284.33,1.74,55,0.38,0.36
-9.34358,-57.73405,2023-08-13,05:12,324.07,283.83,1.74,55,0.38,0.36
-9.34576,-57.72004,2023-08-13,05:12,327.08,284.44,2.6,55,0.38,0.36
-9.34631,-57.71654,2023-08-13,05:12,353.05,285.27,5.33,55,0.38,0.36
-9.34413,-57.73054,2023-08-13,05:12,316.97,282.78,1.37,55,0.38,0.36
-9.34467,-57.72705,2023-08-13,05:12,311.78,282.49,1.37,55,0.38,0.36
-9.34522,-57.72355,2023-08-13,05:12,317.59,283.22,2.6,55,0.38,0.36
-9.34854,-57.72407,2023-08-13,05:12,327.37,284.04,2.6,55,0.38,0.36
-9.34909,-57.72057,2023-08-13,05:12,335.88,283.59,2.6,55,0.38,0.36
-9.34636,-57.73808,2023-08-13,05:12,307.21,282.83,1.74,55,0.38,0.36
-9.3469,-57.73458,2023-08-13,05:12,316.13,281.73,1.74,55,0.38,0.36
-9.348,-57.72758,2023-08-13,05:12,315.54,282.64,1.37,55,0.38,0.36
-9.34963,-57.71706,2023-08-13,05:12,303.08,280.85,5.33,55,0.38,0.36
-9.35187,-57.7246,2023-08-13,05:12,326.31,284.38,5.24,55,0.38,0.36
-9.35242,-57.7211,2023-08-13,05:12,328.68,283.81,5.24,55,0.38,0.36
-9.35132,-57.7281,2023-08-13,05:12,315.74,283.01,1.45,55,0.38,0.36
-9.35296,-57.71759,2023-08-13,05:12,317.58,282.26,1.43,55,0.38,0.36
-9.35519,-57.72512,2023-08-13,05:12,345.82,285.4,5.24,55,0.38,0.36
-9.35574,-57.72161,2023-08-13,05:12,356.21,286.89,5.24,55,0.38,0.36
-9.35465,-57.72864,2023-08-13,05:12,303.61,281.92,1.45,55,0.38,0.36
-9.35629,-57.71811,2023-08-13,05:12,309.09,280.96,1.43,55,0.38,0.36
-9.35907,-57.72214,2023-08-13,05:12,300.15,280.92,0.85,55,0.38,0.36
-9.38537,-57.83742,2023-08-13,05:12,300.27,281.73,0.41,55,0.38,0.36
-11.06338,-49.54499,2023-08-13,05:12,323.62,288.83,1.32,55,0.35,0.56
-10.60127,-53.99463,2023-08-13,05:12,319.23,290.59,2.08,55,0.53,0.42
-10.60221,-53.99665,2023-08-13,05:12,321.15,290.56,1.74,55,0.53,0.42
-10.60154,-54.00149,2023-08-13,05:12,306.27,290.05,1.74,55,0.53,0.42
-11.73164,-46.40208,2023-08-13,05:12,307.04,289.73,1.43,55,0.58,0.69
-11.73224,-46.3968,2023-08-13,05:12,306.8,290.14,1.43,55,0.58,0.69
-11.74052,-46.38192,2023-08-13,05:12,333.1,291.47,2.41,55,0.58,0.7
-11.73993,-46.38712,2023-08-13,05:12,304.02,290.29,4.33,55,0.58,0.7
-11.74696,-46.38314,2023-08-13,05:12,302.2,289.9,2.41,55,0.58,0.7
-11.7475,-46.37848,2023-08-13,05:12,302.1,289.63,2.41,55,0.58,0.7
-11.74801,-46.374,2023-08-13,05:12,299.47,288.75,1.27,55,0.58,0.7
-11.75692,-46.35384,2023-08-13,05:12,309.44,288.9,2.3,55,0.58,0.7
-11.75756,-46.34822,2023-08-13,05:12,313.83,288.84,2.3,55,0.58,0.7
-11.76284,-46.3597,2023-08-13,05:12,313.28,288.76,2.99,55,0.58,0.7
-11.76948,-46.35923,2023-08-13,05:12,329.94,289.12,5.27,55,0.58,0.7
-11.77665,-46.3543,2023-08-13,05:12,300.12,289.14,3.58,55,0.58,0.7
-11.78489,-46.3402,2023-08-13,05:12,329.58,289.28,3.96,55,0.58,0.7
-11.78375,-46.34995,2023-08-13,05:12,304.58,289.7,2.02,55,0.58,0.7
-11.78432,-46.34512,2023-08-13,05:12,303.91,288.89,3.96,55,0.58,0.7
-11.78548,-46.33514,2023-08-13,05:12,301.06,286.5,3.03,55,0.58,0.7
-11.7979,-46.34192,2023-08-13,05:12,298.62,288.22,1.83,55,0.58,0.7
-11.80442,-46.34263,2023-08-13,05:12,300.89,288.13,1.83,55,0.58,0.7
-11.80501,-46.33762,2023-08-13,05:12,307.05,286.82,2.26,55,0.58,0.7
-11.81152,-46.33842,2023-08-13,05:12,300.0,286.03,1.15,55,0.58,0.7
-11.78456,-46.62049,2023-08-13,05:12,308.38,288.97,3.64,55,0.56,0.69
-11.7852,-46.61512,2023-08-13,05:12,316.89,288.29,2.48,55,0.56,0.69
-11.78464,-46.34079,2023-08-13,05:12,324.91,289.07,3.73,55,0.58,0.7
-11.78357,-46.35057,2023-08-13,05:12,303.79,289.13,2.21,55,0.58,0.7
-11.7841,-46.34573,2023-08-13,05:12,305.93,289.17,2.21,55,0.58,0.7
-11.7852,-46.33574,2023-08-13,05:12,309.3,286.69,3.73,55,0.58,0.7
-11.80472,-46.33831,2023-08-13,05:12,312.35,287.53,4.32,55,0.58,0.7
-11.81123,-46.33913,2023-08-13,05:12,304.64,286.65,2.02,55,0.58,0.7
-11.78676,-46.61622,2023-08-13,05:12,323.58,288.72,2.41,55,0.56,0.69
-11.78616,-46.62151,2023-08-13,05:12,300.13,288.68,2.41,55,0.56,0.69
-11.85888,-46.96133,2023-08-13,05:12,312.78,291.76,2.18,55,0.53,0.67
-11.8657,-46.95726,2023-08-13,05:12,310.23,291.62,2.58,55,0.53,0.67
-11.85554,-47.67688,2023-08-13,05:12,316.15,288.57,2.15,55,0.47,0.64
-11.85608,-47.67241,2023-08-13,05:12,305.56,288.59,1.22,55,0.48,0.64
-11.86152,-47.6778,2023-08-13,05:12,299.08,288.86,1.15,55,0.47,0.64
-11.86207,-47.6733,2023-08-13,05:12,300.98,288.58,0.8,55,0.48,0.64
-11.85827,-47.67454,2023-08-13,05:12,330.68,290.14,4.16,55,0.48,0.64
-11.28297,-52.84143,2023-08-13,05:12,327.13,289.97,1.78,55,0.42,0.45
-11.94226,-48.03094,2023-08-13,05:12,321.57,293.32,2.91,55,0.45,0.63
-11.94281,-48.02649,2023-08-13,05:12,302.58,291.99,1.31,55,0.45,0.63
-9.33802,-57.72599,2023-08-13,05:12,302.07,281.45,0.64,55,0.38,0.36
-9.33693,-57.73299,2023-08-13,05:12,300.23,281.39,2.01,55,0.38,0.36
-9.15449,-58.89025,2023-08-13,05:12,314.02,286.22,1.08,55,0.39,0.36
-9.15392,-58.89378,2023-08-13,05:12,310.32,285.52,1.08,55,0.39,0.36
-9.34075,-57.70848,2023-08-13,05:12,322.5,281.81,1.76,55,0.38,0.36
-10.32635,-50.83497,2023-08-13,05:12,304.2,291.15,1.07,55,0.56,0.51
-10.32568,-50.84002,2023-08-13,05:12,303.43,290.86,1.07,55,0.55,0.51
-9.33797,-57.70446,2023-08-13,05:12,301.95,280.42,0.62,55,0.38,0.36
-9.33742,-57.70795,2023-08-13,05:12,300.78,280.7,0.62,55,0.38,0.36
-9.33633,-57.71495,2023-08-13,05:12,301.45,280.8,1.07,55,0.38,0.36
-9.33578,-57.71846,2023-08-13,05:12,304.56,281.28,0.82,55,0.38,0.36
-10.32159,-50.83435,2023-08-13,05:12,305.17,290.61,1.07,55,0.56,0.51
-10.32092,-50.83939,2023-08-13,05:12,301.53,290.56,1.07,55,0.55,0.51
-9.33246,-57.71794,2023-08-13,05:12,301.92,282.32,0.82,55,0.38,0.36
-9.21111,-58.40451,2023-08-13,05:12,302.48,287.91,0.58,55,0.39,0.36
-6.54544,-58.40638,2023-08-13,05:12,312.07,290.14,1.56,55,0.39,0.36
-6.29808,-59.95344,2023-08-13,05:12,309.67,291.55,1.4,55,0.44,0.38
-6.29744,-59.95739,2023-08-13,05:12,314.6,291.7,1.4,55,0.44,0.38
-6.54209,-58.40585,2023-08-13,05:12,313.49,289.76,1.25,55,0.39,0.36
-6.54152,-58.4094,2023-08-13,05:12,311.56,288.7,0.86,55,0.39,0.36
-6.53817,-58.40887,2023-08-13,05:12,310.49,287.83,0.86,55,0.39,0.36
-6.53761,-58.41241,2023-08-13,05:12,302.13,286.89,0.86,55,0.39,0.36
-6.53482,-58.40834,2023-08-13,05:12,305.01,286.87,1.33,55,0.39,0.36
-6.53034,-58.41489,2023-08-13,05:12,298.89,285.24,0.48,55,0.39,0.36
-6.52811,-58.40728,2023-08-13,05:12,301.43,286.5,0.53,55,0.39,0.36
-6.52699,-58.41435,2023-08-13,05:12,300.4,285.29,0.66,55,0.39,0.36
-6.52642,-58.4179,2023-08-13,05:12,307.23,285.84,0.66,55,0.39,0.36
-6.52476,-58.40674,2023-08-13,05:12,302.64,285.84,0.53,55,0.39,0.36
-6.5242,-58.41027,2023-08-13,05:12,302.88,286.1,0.53,55,0.39,0.36
-6.52363,-58.41381,2023-08-13,05:12,303.05,287.05,0.66,55,0.39,0.36
-6.52307,-58.41737,2023-08-13,05:12,312.41,288.88,0.66,55,0.39,0.36
-6.28074,-59.92639,2023-08-13,05:12,318.68,291.43,1.62,55,0.44,0.38
-6.2801,-59.93031,2023-08-13,05:12,311.67,291.42,1.62,55,0.44,0.38
-6.27947,-59.93423,2023-08-13,05:12,317.3,291.74,1.94,55,0.44,0.38
-6.52141,-58.4062,2023-08-13,05:12,300.53,286.91,0.69,55,0.39,0.36
-6.52085,-58.40974,2023-08-13,05:12,308.68,287.92,0.69,55,0.39,0.36
-6.52028,-58.41327,2023-08-13,05:12,304.32,288.57,1.27,55,0.39,0.36
-6.27658,-59.92976,2023-08-13,05:12,316.35,291.61,2.75,55,0.44,0.38
-6.27721,-59.92583,2023-08-13,05:12,337.18,292.64,2.75,55,0.44,0.38
-6.51749,-58.40919,2023-08-13,05:12,308.78,289.37,0.69,55,0.39,0.36
-6.16155,-60.08252,2023-08-13,05:12,307.29,287.81,0.8,55,0.44,0.39
-6.158,-60.08194,2023-08-13,05:12,306.37,287.46,0.73,55,0.44,0.39
-6.15735,-60.08596,2023-08-13,05:12,313.45,287.89,1.61,55,0.44,0.39
-6.15092,-60.03574,2023-08-13,05:12,309.94,290.4,1.23,55,0.44,0.38
-6.1018,-59.89478,2023-08-13,05:12,309.18,291.7,1.16,55,0.44,0.38
-6.10117,-59.89872,2023-08-13,05:12,311.63,291.81,2.57,55,0.44,0.38
-6.09637,-59.90605,2023-08-13,05:12,313.49,291.43,2.03,55,0.44,0.38
-6.09764,-59.89816,2023-08-13,05:12,327.58,292.66,2.57,55,0.44,0.38
-6.097,-59.90211,2023-08-13,05:12,326.19,292.41,2.57,55,0.44,0.38
-6.34763,-58.30962,2023-08-13,05:12,305.31,291.45,0.7,55,0.39,0.36
-6.09411,-59.89758,2023-08-13,05:12,316.64,291.83,2.23,55,0.44,0.38
-6.0852,-59.95296,2023-08-13,05:12,314.13,291.65,1.42,55,0.44,0.38
-6.09348,-59.90152,2023-08-13,05:12,329.88,293.21,2.23,55,0.44,0.38
-6.09284,-59.90546,2023-08-13,05:12,322.74,292.65,2.91,55,0.44,0.38
-6.34428,-58.30909,2023-08-13,05:12,305.65,291.84,0.7,55,0.39,0.36
-6.34372,-58.31262,2023-08-13,05:12,305.74,291.7,1.01,55,0.39,0.36
-6.08166,-59.95238,2023-08-13,05:12,313.85,292.1,1.42,55,0.44,0.38
-6.08102,-59.95636,2023-08-13,05:12,310.12,291.4,1.42,55,0.44,0.38
-6.34037,-58.31209,2023-08-13,05:12,310.73,291.74,0.96,55,0.39,0.36
-6.33702,-58.31156,2023-08-13,05:12,309.86,291.6,0.96,55,0.39,0.36
-6.33646,-58.31509,2023-08-13,05:12,309.36,291.75,0.96,55,0.39,0.36
-6.33478,-58.32569,2023-08-13,05:12,307.64,291.33,0.88,55,0.39,0.36
-6.07588,-59.94323,2023-08-13,05:12,308.89,290.93,2.52,55,0.44,0.38
-6.07396,-59.95515,2023-08-13,05:12,307.98,290.98,1.9,55,0.44,0.38
-6.07332,-59.95913,2023-08-13,05:12,315.86,291.2,1.68,55,0.44,0.38
-6.07267,-59.9631,2023-08-13,05:12,309.0,291.14,1.68,55,0.44,0.38
-6.07203,-59.96711,2023-08-13,05:12,312.22,291.1,2.23,55,0.44,0.38
-7.2041,-52.59753,2023-08-13,05:12,301.23,290.57,0.59,55,0.39,0.44
-6.33311,-58.31456,2023-08-13,05:12,309.21,291.91,1.91,55,0.39,0.36
-6.07299,-59.93867,2023-08-13,05:12,307.91,290.96,1.26,55,0.44,0.38
-6.07235,-59.94264,2023-08-13,05:12,304.51,290.67,1.79,55,0.44,0.38
-6.07043,-59.95455,2023-08-13,05:12,311.5,291.11,2.89,55,0.44,0.38
-6.0685,-59.9665,2023-08-13,05:12,312.33,291.32,1.88,55,0.44,0.38
